team_id,team_name,league_ids,team_crest,team_url,last_updated,country,city,stadium,other_names,abbreviations,search_terms
je0pik4r,Shkendija,EUROPE_CONFERENCE_LEAGUE,https://static.flashscore.com/res/image/data/rg0hRWlC-GQWZId7Q.png,https://www.flashscore.com/team/shkendija-tetovo/je0pik4r/,2026-02-26T14:32:45.873149+00:00,BG,Razgrad,Huvepharma Arena,['Ludogorets Razgrad'],['Ludogorets'],"['pfc ludogorets 1945 razgrad', 'ludogorets', 'ludogorets razgrad']"
2RxOow1i,AZ Alkmaar,EUROPE_CONFERENCE_LEAGUE,https://static.flashscore.com/res/image/data/v9zOEImC-4vob7cTR.png,https://www.flashscore.com/team/az-alkmaar/2RxOow1i/,2026-02-26T17:57:53.667517+00:00,NL,Alkmaar,AFAS Stadion,[],['AZ'],"['az alkmaar', 'alkmaar zaanstreek', 'az']"
IeATrtcs,Noah,EUROPE_CONFERENCE_LEAGUE,https://static.flashscore.com/res/image/data/pQ0fOuA6-2mU8GaB3.png,https://www.flashscore.com/team/noah/IeATrtcs/,2026-02-26T17:57:53.667517+00:00,HU,Budapest,Groupama Aréna,"['Ferencváros', 'Fradi', 'FTC']",['FTC'],"['ftc', 'ferencvarosi torna club', 'fradi', 'ferencvaros']"
AovF1Mia,Crystal Palace,EUROPE_CONFERENCE_LEAGUE,https://test-supabase-url.com/palace_logo.png,https://www.flashscore.com/team/crystal-palace/AovF1Mia/,2026-02-26T17:57:53.667517+00:00,England,London,Selhurst Park,"['The Eagles', 'Palace']",['CPFC'],"['crystal palace', 'palace', 'the eagles', 'cpfc', 'crystal palace football club']"
0C6tPiIc,Zrinjski,EUROPE_CONFERENCE_LEAGUE,https://static.flashscore.com/res/image/data/jZgBiiU0-UDxTrxzU.png,https://www.flashscore.com/team/zrinjski/0C6tPiIc/,2026-02-26T17:57:53.667517+00:00,BA,Mostar,Stadion pod Bijelim Brijegom,"['Zrinjski Mostar', 'Zrinjski']",['Zrinjski'],"['zrinjski', 'zrinjski mostar', 'hsk zrinjski mostar', 'hrvatski sportski klub zrinjski mostar']"
Wd10iFbk,Lausanne,EUROPE_CONFERENCE_LEAGUE,https://static.flashscore.com/res/image/data/Y7uS6BCN-IkaTiXpU.png,https://www.flashscore.com/team/lausanne/Wd10iFbk/,2026-02-26T17:57:53.667517+00:00,CH,Lausanne,Stade de la Tuilière,[],['LS'],"['lausanne', 'ls', 'fc lausannesport']"
drA4fSL4,Sigma Olomouc,EUROPE_CONFERENCE_LEAGUE,https://static.flashscore.com/res/image/data/zJBsc5S0-tSvbp7JC.png,https://www.flashscore.com/team/sigma-olomouc/drA4fSL4/,2026-02-26T17:57:53.667517+00:00,CZ,Olomouc,Andrův stadion,['Sigma Olomouc'],['Sigma Olomouc'],"['sigma olomouc', 'sk sigma olomouc']"
nLBbqJDS,Lech Poznan,EUROPE_CONFERENCE_LEAGUE,https://static.flashscore.com/res/image/data/naukdF86-lCvEmFL0.png,https://www.flashscore.com/team/kups/nLBbqJDS/,2026-02-26T17:57:53.667517+00:00,PL,Poznań,Stadion Miejski (Poznań),"['Lech Poznań', 'Lech']",['Lech'],"['lech poznan', 'kolejowy klub sportowy lech poznan', 'kks lech poznan', 'lech']"
OpNH7Ouf,KuPS,EUROPE_CONFERENCE_LEAGUE,https://static.flashscore.com/res/image/data/SpqXiv96-tE5VOoRI.png,https://www.flashscore.com/team/lech-poznan/OpNH7Ouf/,2026-02-26T17:57:53.667517+00:00,RS,Belgrade,Rajko Mitić Stadium,"['Red Star Belgrade', 'Crvena zvezda', 'Red Star']","['Crvena zvezda', 'Red Star']","['fudbalski klub crvena zvezda', 'red star belgrade', 'fk crvena zvezda beograd', 'crvena zvezda', 'red star']"
KYvzpYtb,Guarani (Par),SOUTH_AMERICA_COPA_LIBERTADORES,https://static.flashscore.com/res/image/data/OfMzf5kC-G0qum5Ko.png,https://www.flashscore.com/team/guarani/KYvzpYtb/,2026-02-26T17:57:53.667517+00:00,PY,Asunción,Estadio Rogelio Livieres,"['El Cacique', 'Aborigen']","['Guaraní', 'CG']","['guarani', 'club guarani', 'aborigen', 'cg', 'guarani par', 'el cacique']"
UcloL6tq,Juventud (Uru),SOUTH_AMERICA_COPA_LIBERTADORES,https://static.flashscore.com/res/image/data/Ewu5CRlC-WIGOXbOL.png,https://www.flashscore.com/team/juventud/UcloL6tq/,2026-02-26T17:57:53.667517+00:00,UY,Las Piedras,Estadio Artigas,"['Juventud', 'Los Pedrenses']",['CA Juventud'],"['club atletico juventud de las piedras', 'los pedrenses', 'ca juventud', 'juventud uru', 'juventud']"
nBionu2l,Constantine,ALGERIA_LIGUE_1,https://static.flashscore.com/res/image/data/SdCBiSU0-z564LBUI.png,https://www.flashscore.com/team/constantine/nBionu2l/,2026-02-26T17:57:53.667517+00:00,DZ,Constantine,Stade Chahid Hamlaoui,"['CS Constantine', 'CSC', 'Les Sanafir']",['CSC'],"['csc', 'cs constantine', 'constantine', 'les sanafir', 'club sportif constantinois']"
pKS9M7R7,Ferencvaros,EUROPE_EUROPA_LEAGUE,https://static.flashscore.com/res/image/data/Ia49DPjC-0jIfCnDf.png,https://www.flashscore.com/team/ferencvaros/pKS9M7R7/,2026-02-26T14:32:45.873149+00:00,HU,Budapest,Groupama Aréna,"['Fradi', 'FTC']",['FTC'],"['ftc', 'ferencvarosi torna club', 'fradi', 'ferencvaros']"
vNJLB2jP,CR Belouizdad,ALGERIA_LIGUE_1,https://static.flashscore.com/res/image/data/0Occ50UH-ra3Uuwrg.png,https://www.flashscore.com/team/cr-belouizdad/vNJLB2jP/,2026-02-26T17:57:53.667517+00:00,DZ,Algiers,Stade du 20 Août 1955,"['CRB', 'Chabab', 'El Khedra']",['CRB'],"['chabab riadhi de belouizdad', 'el khedra', 'cr belouizdad', 'crb', 'chabab']"
Wfaskwf0,MC Alger,ALGERIA_LIGUE_1,https://static.flashscore.com/res/image/data/6iZxVq86-jwbJzKoA.png,https://www.flashscore.com/team/kabylie/Wfaskwf0/,2026-02-26T17:57:53.667517+00:00,DZ,Algiers,Stade du 5 Juillet 1962,"['MCA', 'Le Doyen', 'Les Vert et Rouge']",['MCA'],"['le doyen', 'mc alger', 'mca', 'les vert et rouge', 'mouloudia club dalger']"
tnY2Lfcp,Kabylie,ALGERIA_LIGUE_1,https://static.flashscore.com/res/image/data/Eeo2fWhT-KrkUCdS2.png,https://www.flashscore.com/team/mc-alger/tnY2Lfcp/,2026-02-26T17:57:53.667517+00:00,DZ,Tizi Ouzou,Stade du 1er Novembre 1954,"['JSK', 'Canaris', 'Jumbo Jet']",['JSK'],"['jeunesse sportive de kabylie', 'jumbo jet', 'canaris', 'kabylie', 'jsk']"
Eg51aDC4,Racing Club,ARGENTINA_LIGA_PROFESIONAL,https://static.flashscore.com/res/image/data/Wp6MmpQq-OCiVKiPK.png,https://www.flashscore.com/team/ind-rivadavia/Eg51aDC4/,2026-02-26T17:57:53.667517+00:00,AR,Avellaneda,Estadio Presidente Juan Domingo Perón,"['La Academia', 'Racing']",['Racing'],"['la academia', 'racing club', 'racing club de avellaneda', 'racing']"
OhapHPm9,Ind. Rivadavia,ARGENTINA_LIGA_PROFESIONAL,https://static.flashscore.com/res/image/data/EqRag6Qq-dMZHs4g0.png,https://www.flashscore.com/team/racing-club/OhapHPm9/,2026-02-26T17:57:53.667517+00:00,AR,Mendoza,Estadio Bautista Gargantini,"['Independiente Rivadavia', 'La Lepra Mendocina']","['Ind. Rivadavia', 'CSIR']","['ind rivadavia', 'club sportivo independiente rivadavia', 'la lepra mendocina', 'csir', 'independiente rivadavia']"
KQ6kGfyc,Sarmiento Junin,ARGENTINA_LIGA_PROFESIONAL,https://static.flashscore.com/res/image/data/0jUeTMhT-jFNZQuRn.png,https://www.flashscore.com/team/sarmiento-junin/KQ6kGfyc/,2026-02-26T17:57:53.667517+00:00,AR,Junín,Estadio Eva Perón,"['Sarmiento de Junín', 'El Verde']",['Sarmiento'],"['sarmiento de junin', 'el verde', 'sarmiento', 'club atletico sarmiento', 'sarmiento junin']"
lr2YMkTK,Union de Santa Fe,ARGENTINA_LIGA_PROFESIONAL,https://static.flashscore.com/res/image/data/xCI9eFAN-OS9FbeGg.png,https://www.flashscore.com/team/union-de-santa-fe/lr2YMkTK/,2026-02-26T17:57:53.667517+00:00,AR,Santa Fe,Estadio 15 de Abril,"['Unión de Santa Fe', 'El Tatengue']",['Unión'],"['club atletico union', 'union de santa fe', 'el tatengue', 'union']"
llpcIYF2,Estudiantes Rio Cuarto,ARGENTINA_LIGA_PROFESIONAL,https://static.flashscore.com/res/image/data/ShlduL7k-jesEVRhB.png,https://www.flashscore.com/team/estudiantes-rio-cuarto/llpcIYF2/,2026-02-26T17:57:53.667517+00:00,AR,Río Cuarto,Estadio Ciudad de Río Cuarto Antonio Candini,"['Estudiantes (RC)', 'El Celeste']","['CAE', 'Estudiantes RC']","['el celeste', 'cae', 'estudiantes rio cuarto', 'club atletico estudiantes de rio cuarto', 'estudiantes rc']"
GIb40wNM,River Plate,ARGENTINA_LIGA_PROFESIONAL,https://static.flashscore.com/res/image/data/pAiUJ8hT-nqhLBCKD.png,https://www.flashscore.com/team/banfield/GIb40wNM/,2026-02-26T17:57:53.667517+00:00,AR,Buenos Aires,Estadio Mâs Monumental,"['Los Millonarios', 'La Banda', 'River']",['CARP'],"['river', 'los millonarios', 'club atletico river plate', 'river plate', 'carp', 'la banda']"
EVqSBe2f,Banfield,ARGENTINA_LIGA_PROFESIONAL,https://static.flashscore.com/res/image/data/j1G5vlQq-zPA7Mpsn.png,https://www.flashscore.com/team/river-plate/EVqSBe2f/,2026-02-26T17:57:53.667517+00:00,AR,Banfield,Estadio Florencio Sola,"['El Taladro', 'Albiverde']",['CAB'],"['albiverde', 'cab', 'club atletico banfield', 'banfield', 'el taladro']"
n3QdnjFB,Santos,BRAZIL_SERIE_A_BETANO,https://static.flashscore.com/res/image/data/hzibzPjC-hv442jSk.png,https://www.flashscore.com/team/santos/n3QdnjFB/,2026-02-26T17:57:53.667517+00:00,BR,Santos,Estádio Urbano Caldeira,"['Peixe', 'Alvinegro Praiano']",['SFC'],"['sfc', 'alvinegro praiano', 'santos futebol clube', 'peixe', 'santos']"
2RABlYFn,Vasco,BRAZIL_SERIE_A_BETANO,https://static.flashscore.com/res/image/data/Qw7CsWAN-bam8o1Nj.png,https://www.flashscore.com/team/vasco/2RABlYFn/,2026-02-26T17:57:53.667517+00:00,BR,Rio de Janeiro,Estádio São Januário,"['Gigante da Colina', 'Cruzmaltino', 'Almirante']",['CRVG'],"['cruzmaltino', 'vasco', 'crvg', 'almirante', 'gigante da colina', 'club de regatas vasco da gama']"
6ZOUj7Tc,Nova Iguacu,BRAZIL_CARIOCA,https://static.flashscore.com/res/image/data/jPyEcDQq-j73lvCe5.png,https://www.flashscore.com/team/nova-iguacu/6ZOUj7Tc/,2026-02-26T17:57:53.667517+00:00,BR,Nova Iguaçu,Estádio Jânio Moraes,['Laranja da Baixada'],['NIFC'],"['laranja da baixada', 'nifc', 'nova iguacu futebol clube', 'nova iguacu']"
MVetMLIi,Portuguesa RJ,BRAZIL_CARIOCA,https://static.flashscore.com/res/image/data/2yr4EHlC-UFXUNb5C.png,https://www.flashscore.com/team/portuguesa-rj/MVetMLIi/,2026-02-26T17:57:53.667517+00:00,BR,Rio de Janeiro,Estádio Luso-Brasileiro,"['Lusa Carioca', 'Lusa']",['AAP'],"['lusa', 'associacao atletica portuguesa', 'lusa carioca', 'portuguesa rj', 'aap']"
xW7xjZkH,Sampaio Correa FE,BRAZIL_CARIOCA,https://static.flashscore.com/res/image/data/buiFKmne-tvqUnSEr.png,https://www.flashscore.com/team/marica/xW7xjZkH/,2026-02-26T17:57:53.667517+00:00,BR,Saquarema,Estádio Lourival Gomes,['unknown'],['SCFE'],"['sampaio correa futebol e esporte', 'unknown', 'sampaio correa fe', 'scfe']"
6idiTLqA,Marica,BRAZIL_CARIOCA,https://static.flashscore.com/res/image/data/8pRX8dU0-Qafl2MxQ.png,https://www.flashscore.com/team/sampaio-correa-fe/6idiTLqA/,2026-02-26T17:57:53.667517+00:00,BR,Maricá,Estádio João Saldanha,['unknown'],['MFC'],"['mfc', 'marica', 'unknown', 'marica futebol clube']"
O65ncMeB,Carlos Renaux,BRAZIL_CATARINENSE,https://static.flashscore.com/res/image/data/0KukijgT-l84NFBYo.png,https://www.flashscore.com/team/carlos-renaux/O65ncMeB/,2026-02-26T17:57:53.667517+00:00,Brazil,Brusque,Estádio Augusto Bauer,"['Renaux', 'Vovô']",['CACR'],"['cacr', 'clube atletico carlos renaux', 'carlos renaux', 'vovo', 'renaux']"
4WlWHbGF,Marcilio Dias,BRAZIL_CATARINENSE,https://static.flashscore.com/res/image/data/bJFZ9uiC-p854Lxw8.png,https://www.flashscore.com/team/marcilio-dias/4WlWHbGF/,2026-02-26T17:57:53.667517+00:00,Brazil,Itajaí,Estádio Dr. Hercílio Luz,"['Marinheiro', 'Rubro-Anil']",['CNMD'],"['clube nautico marcilio dias', 'marcilio dias', 'cnmd', 'rubroanil', 'marinheiro']"
0UkwhBW8,Ferroviario,BRAZIL_CEARENSE,https://static.flashscore.com/res/image/data/0lvTfaT0-vPPc5bCq.png,https://www.flashscore.com/team/ferroviario/0UkwhBW8/,2026-02-26T17:57:53.667517+00:00,Brazil,Fortaleza,Estádio Presidente Vargas,"['Ferrão', 'Tubarão da Barra']",['FAC'],"['tubarao da barra', 'ferroviario', 'fac', 'ferrao', 'ferroviario atletico clube']"
6cfVpFuD,Floresta EC,BRAZIL_CEARENSE,https://static.flashscore.com/res/image/data/EyaEQajT-UZ7b0DhH.png,https://www.flashscore.com/team/floresta-ec/6cfVpFuD/,2026-02-26T17:57:53.667517+00:00,Brazil,Fortaleza,Estádio Presidente Vargas,['Lobo da Vila'],['FEC'],"['lobo da vila', 'fec', 'floresta esporte clube', 'floresta ec']"
UcbefG6J,Itapirense,BRAZIL_PAULISTA_A3,https://static.flashscore.com/res/image/data/23fMAY86-OQAQotl2.png,https://www.flashscore.com/team/itapirense/UcbefG6J/,2026-02-26T17:57:53.667517+00:00,Brazil,Itapira,Estádio Municipal Coronel Francisco Vieira,['Vermelhinha'],['SEI'],"['itapirense', 'sei', 'sociedade esportiva itapirense', 'vermelhinha']"
AkPEBy3K,Rio Claro,BRAZIL_PAULISTA_A3,https://static.flashscore.com/res/image/data/44wLnvme-p0JCOrSh.png,https://www.flashscore.com/team/rio-claro/AkPEBy3K/,2026-02-26T17:57:53.667517+00:00,Brazil,Rio Claro,Estádio Dr. Augusto Schmidt Filho,['Galo Azul'],['RCFC'],"['rio claro', 'rcfc', 'galo azul', 'rio claro futebol clube']"
0fEt8HcD,Botafogo RJ U17,BRAZIL_COPA_DO_BRASIL_U17,https://static.flashscore.com/res/image/data/WpiqszUH-f5khNE8B.png,https://www.flashscore.com/team/botafogo-rj/0fEt8HcD/,2026-02-26T17:57:53.667517+00:00,Brazil,Rio de Janeiro,Estádio Nilton Santos,"['Botafogo', 'Glorioso', 'Estrela Solitária', 'Fogão']","['BFR', 'BOT']","['glorioso', 'botafogo de futebol e regatas', 'bfr', 'bot', 'botafogo rj u17', 'estrela solitaria', 'fogao', 'botafogo']"
b566Udhs,Goias U17,BRAZIL_COPA_DO_BRASIL_U17,https://static.flashscore.com/res/image/data/lf42SGU0-x2IzNsGl.png,https://www.flashscore.com/team/goias/b566Udhs/,2026-02-26T17:57:53.667517+00:00,Brazil,Goiânia,Estádio da Serrinha,"['Verdão', 'Periquito']",['GEC'],"['verdao', 'gec', 'goias u17', 'periquito', 'goias esporte clube']"
U7zIAwsm,Bahia U20,BRAZIL_BRASILEIRO_U20,https://static.flashscore.com/res/image/data/nkoXVcU0-Q7tt3ALj.png,https://www.flashscore.com/team/bahia/U7zIAwsm/,2026-02-26T17:57:53.667517+00:00,Brazil,Salvador,Arena Fonte Nova,"['Tricolor de Aço', 'Baêa']",['ECB'],"['tricolor de aco', 'baea', 'bahia u20', 'esporte clube bahia', 'ecb']"
vZKd15Gk,Corinthians U20,BRAZIL_BRASILEIRO_U20,https://static.flashscore.com/res/image/data/zsznhmle-8Q62aX7N.png,https://www.flashscore.com/team/corinthians/vZKd15Gk/,2026-02-26T17:57:53.667517+00:00,Brazil,São Paulo,Neo Química Arena,"['Timão', 'Coringão', 'Alvinegro']",['SCCP'],"['corinthians u20', 'sccp', 'timao', 'alvinegro', 'coringao', 'sport club corinthians paulista']"
48ckmHOC,Canon Yaounde,CAMEROON_ELITE_ONE,https://static.flashscore.com/res/image/data/zJpgpXjC-K0hhvgY6.png,https://www.flashscore.com/team/canon-yaounde/48ckmHOC/,2026-02-26T13:42:22.964271+00:00,,,,[],[],[]
IB1gnyvJ,Cotonsport,CAMEROON_ELITE_ONE,https://static.flashscore.com/res/image/data/h2QPfk6k-IcoqV5ye.png,https://www.flashscore.com/team/cotonsport/IB1gnyvJ/,2026-02-26T13:42:22.964271+00:00,,,,[],[],[]
27xPRZxk,Colombe,CAMEROON_SUPER_CUP,https://static.flashscore.com/res/image/data/jgX4mjUH-CrTzmp8m.png,https://www.flashscore.com/team/colombe/27xPRZxk/,2026-02-26T14:32:45.873149+00:00,CM,Ebolowa,Stade Municipal d'Ebolowa,['Colombe du Dja et Lobo'],['CS Dja et Lobo'],"['cs dja et lobo', 'colombe', 'colombe sportive du dja et lobo', 'colombe du dja et lobo']"
MPLYHPAs,Panthere,CAMEROON_SUPER_CUP,https://static.flashscore.com/res/image/data/UXiybdBN-Q9mRPIfO.png,https://www.flashscore.com/team/panthere/MPLYHPAs/,2026-02-26T14:32:45.873149+00:00,CM,Bangangté,Stade Municipal de Bangangté,['Panthère du Ndé'],['PS Ndé'],"['ps nde', 'panthere', 'panthere sportive du nde', 'panthere du nde']"
CW5xMidc,unknown,CHAD_PREMIERE_DIVISION,https://static.flashscore.com/res/image/data/b3BcPLle-42R5isUB.png,https://www.flashscore.com/team/fehra/CW5xMidc/,2026-02-26T16:24:21.908958+00:00,unknown,unknown,,[],[],"['unknown', 'fehra']"
GYcKRU1F,unknown,CHAD_PREMIERE_DIVISION,https://static.flashscore.com/res/image/data/KSvhBdDN-Q519zvrJ.png,https://www.flashscore.com/team/stars-j-talents/GYcKRU1F/,2026-02-26T16:24:21.908958+00:00,unknown,unknown,,[],[],"['unknown', 'emat']"
6BtZsN13,Gazelle,CHAD_PREMIERE_DIVISION,https://static.flashscore.com/res/image/data/WtCNl9R0-AV0HXnFS.png,https://www.flashscore.com/team/foullah-edifice/6BtZsN13/,2026-02-26T14:32:45.873149+00:00,TD,N'Djamena,Stade Omnisports Idriss Mahamat Ouya,[],['Gazelle FC'],"['gazelle', 'gazelle fc', 'gazelle football club']"
joX7cky0,Foullah Edifice,CHAD_PREMIERE_DIVISION,https://static.flashscore.com/res/image/data/2kpFdXVH-tfDUSFhC.png,https://www.flashscore.com/team/gazelle/joX7cky0/,2026-02-26T14:32:45.873149+00:00,TD,N'Djamena,Stade Omnisports Idriss Mahamat Ouya,[],['Foullah Edifice FC'],"['foullah edifice', 'foullah edifice football club', 'foullah edifice fc']"
vwMX58dg,Tourbillon,CHAD_PREMIERE_DIVISION,https://static.flashscore.com/res/image/data/4dOf5TjC-vsi6RFYf.png,https://www.flashscore.com/team/emat/vwMX58dg/,2026-02-26T14:32:45.873149+00:00,TD,N'Djamena,Stade Omnisports Idriss Mahamat Ouya,[],['Tourbillon FC'],"['tourbillon fc', 'tourbillon football club', 'tourbillon']"
vyVAI1p5,unknown,CHAD_PREMIERE_DIVISION,https://static.flashscore.com/res/image/data/8CmLv3T0-juDYAHlS.png,https://www.flashscore.com/team/tourbillon/vyVAI1p5/,2026-02-26T17:58:31.64958+00:00,unknown,unknown,,[],[],['unknown']
O8ANu9JR,Boca Juniors,COLOMBIA_PRIMERA_B,https://static.flashscore.com/res/image/data/CzFpH08k-YkXz5hTm.png,https://www.flashscore.com/team/barranquilla/O8ANu9JR/,2026-02-26T17:57:53.667517+00:00,AR,Buenos Aires,La Bombonera,['Boca'],['CABJ'],"['boca', 'cabj', 'club atletico boca juniors', 'boca juniors']"
